,Country,Freedom to make life choices,GDP per Capita,GDP per capita,Generosity,Government Trust,Happiness Rank,Happiness Score,Life Expectancy,Social support,Year
141,Botswana,0.505196332931519,1.12209415435791,,0.0993484482169151,0.0985831990838051,142,3.7660000324249303,0.34175550937652605,1.2215549945831299,2017
142,Benin,0.42596277594566295,0.43108540773391707,,0.207948461174965,0.0609290152788162,143,3.65700006484985,0.20993021130561804,0.43529984354972795,2017
143,Madagascar,0.18919676542282102,0.305808693170547,,0.208732530474663,0.0672319754958153,144,3.64400005340576,0.375223308801651,0.9130203723907471,2017
144,Haiti,0.0303698573261499,0.368610262870789,,0.48920378088951094,0.0998721495270729,145,3.6029999256133998,0.277321130037308,0.640449821949005,2017
145,Yemen,0.24946372210979503,0.5916834473609921,,0.104125209152699,0.0567674227058887,146,3.59299993515015,0.310080915689468,0.93538224697113,2017
146,South Sudan,0.147062435746193,0.39724862575531,,0.285670816898346,0.116793513298035,147,3.5910000801086404,0.163486003875732,0.601323127746582,2017
147,Liberia,0.33288118243217496,0.11904179304838199,,0.26654988527298,0.0389482490718365,148,3.5329999923706095,0.229918196797371,0.8721179366111759,2017
148,Guinea,0.348587512969971,0.24454993009567302,,0.264815092086792,0.110937617719173,149,3.50699996948242,0.194129139184952,0.7912446856498722,2017
149,Togo,0.38042613863945,0.30544471740722695,,0.19689615070819896,0.0956650152802467,150,3.4949998855590803,0.247105568647385,0.4318825304508211,2017
150,Rwanda,0.5818438529968261,0.368745893239975,,0.25275602936744695,0.455220013856888,151,3.47099995613098,0.326424807310104,0.945707023143768,2017
151,Syria,0.0815394446253777,0.777153134346008,,0.49366372823715204,0.15134713053703303,152,3.46199989318848,0.5005333423614501,0.396102607250214,2017
152,Tanzania,0.390017777681351,0.511135876178741,,0.354256361722946,0.0660351067781448,153,3.34899997711182,0.364509284496307,1.04198980331421,2017
153,Burundi,0.0599007532000542,0.09162256866693501,,0.20443518459796897,0.0841479450464249,154,2.90499997138977,0.151610791683197,0.629793584346771,2017
154,Central African Republic,0.270842045545578,0.0,,0.280876487493515,0.0565650761127472,155,2.69300007820129,0.0187726859003305,0.0,2017
0,Finland,0.6809999999999999,,1.305,0.20199999999999999,0.39299999999999996,1,7.632000000000001,0.8740000000000001,1.5919999999999999,2018
1,Norway,0.6859999999999999,,1.456,0.28600000000000003,0.34,2,7.593999999999999,0.861,1.5819999999999999,2018
2,Denmark,0.6829999999999999,,1.351,0.284,0.408,3,7.555,0.868,1.59,2018
3,Iceland,0.677,,1.3430000000000002,0.353,0.138,4,7.495,0.914,1.6440000000000001,2018
4,Switzerland,0.66,,1.42,0.256,0.35700000000000004,5,7.487,0.927,1.5490000000000002,2018
5,Netherlands,0.638,,1.361,0.33299999999999996,0.295,6,7.441,0.878,1.4880000000000002,2018
6,Canada,0.653,,1.33,0.321,0.29100000000000004,7,7.327999999999999,0.8959999999999999,1.5319999999999998,2018
7,New Zealand,0.669,,1.268,0.365,0.389,8,7.324,0.8759999999999999,1.601,2018
8,Sweden,0.659,,1.355,0.285,0.38299999999999995,9,7.314,0.9129999999999999,1.501,2018
9,Australia,0.647,,1.34,0.361,0.302,10,7.272,0.91,1.5730000000000002,2018
10,United Kingdom,0.46399999999999997,,1.244,0.262,0.08199999999999999,11,7.19,0.888,1.433,2018
11,Austria,0.617,,1.341,0.242,0.22399999999999998,12,7.138999999999999,0.8909999999999999,1.504,2018
12,Costa Rica,0.632,,1.01,0.14300000000000002,0.10099999999999999,13,7.072,0.8170000000000001,1.459,2018
13,Ireland,0.614,,1.4480000000000002,0.307,0.306,14,6.977,0.8759999999999999,1.5830000000000002,2018
14,Germany,0.586,,1.34,0.273,0.28,15,6.965,0.861,1.474,2018
15,Belgium,0.583,,1.324,0.188,0.24,16,6.9270000000000005,0.894,1.483,2018
16,Luxembourg,0.632,,1.5759999999999998,0.196,0.321,17,6.91,0.8959999999999999,1.52,2018
17,United States,0.547,,1.3980000000000001,0.29100000000000004,0.133,18,6.886,0.8190000000000001,1.4709999999999999,2018
18,Israel,0.5329999999999999,,1.301,0.354,0.272,19,6.814,0.883,1.5590000000000002,2018
19,United Arab Emirates,0.284,,2.096,0.18600000000000003,,20,6.774,0.67,0.7759999999999999,2018
20,Czech Republic,0.5429999999999999,,1.2329999999999999,0.064,0.034,21,6.711,0.8540000000000001,1.489,2018
21,Malta,0.645,,1.27,0.376,0.142,22,6.627000000000001,0.884,1.525,2018
22,France,0.52,,1.2930000000000001,0.098,0.17600000000000002,23,6.489,0.9079999999999999,1.466,2018
23,Mexico,0.479,,1.038,0.069,0.095,24,6.4879999999999995,0.7609999999999999,1.252,2018
24,Chile,0.431,,1.131,0.19699999999999998,0.061,25,6.476,0.8079999999999999,1.331,2018
25,Taiwan,0.418,,1.365,0.151,0.078,26,6.441,0.857,1.436,2018
26,Panama,0.597,,1.112,0.125,0.063,27,6.43,0.759,1.4380000000000002,2018
27,Brazil,0.493,,0.986,0.11,0.08800000000000001,28,6.419,0.675,1.474,2018
28,Argentina,0.57,,1.073,0.062,0.054000000000000006,29,6.388,0.7440000000000001,1.4680000000000002,2018
29,Guatemala,0.604,,0.7809999999999999,0.179,0.071,30,6.382000000000001,0.608,1.268,2018
30,Uruguay,0.625,,1.093,0.13,0.155,31,6.379,0.7709999999999999,1.459,2018
31,Qatar,0.654,,1.649,0.256,0.171,32,6.374,0.748,1.3030000000000002,2018
32,Saudi Arabia,0.509,,1.379,0.098,0.127,33,6.371,0.633,1.331,2018
33,Singapore,0.631,,1.5290000000000001,0.261,0.457,34,6.343,1.008,1.4509999999999998,2018
34,Malaysia,0.35600000000000004,,1.161,0.311,0.059000000000000004,35,6.322,0.669,1.258,2018
35,Spain,0.449,,1.251,0.142,0.07400000000000001,36,6.31,0.965,1.538,2018
36,Colombia,0.531,,0.96,0.099,0.039,37,6.26,0.635,1.439,2018
37,Trinidad & Tobago,0.575,,1.2229999999999999,0.171,0.019,38,6.192,0.564,1.492,2018
38,Slovakia,0.354,,1.21,0.11800000000000001,0.013999999999999999,39,6.172999999999999,0.7759999999999999,1.537,2018
39,El Salvador,0.461,,0.8059999999999999,0.065,0.08199999999999999,40,6.167000000000001,0.639,1.2309999999999999,2018
40,Nicaragua,0.527,,0.6679999999999999,0.20800000000000002,0.128,41,6.141,0.7,1.319,2018
41,Poland,0.546,,1.176,0.10800000000000001,0.064,42,6.122999999999999,0.7809999999999999,1.4480000000000002,2018
42,Bahrain,0.594,,1.338,0.243,0.12300000000000001,43,6.105,0.698,1.3659999999999999,2018
43,Uzbekistan,0.7240000000000001,,0.7190000000000001,0.32799999999999996,0.259,44,6.096,0.605,1.584,2018
44,Kuwait,0.5539999999999999,,1.474,0.16699999999999998,0.106,45,6.082999999999999,0.675,1.301,2018
45,Thailand,0.637,,1.016,0.364,0.028999999999999998,46,6.072,0.7070000000000001,1.4169999999999998,2018
46,Italy,0.281,,1.264,0.13699999999999998,0.027999999999999997,47,6.0,0.946,1.501,2018
47,Ecuador,0.556,,0.889,0.114,0.12,48,5.973,0.736,1.33,2018
48,Belize,0.593,,0.807,0.183,0.08900000000000001,49,5.956,0.474,1.101,2018
49,Lithuania,0.35,,1.197,0.026000000000000002,0.006,50,5.952000000000001,0.716,1.527,2018
50,Slovenia,0.633,,1.219,0.16,0.051,51,5.9479999999999995,0.856,1.506,2018
51,Romania,0.528,,1.1159999999999999,0.08800000000000001,0.001,52,5.945,0.726,1.219,2018
52,Latvia,0.363,,1.148,0.092,0.066,53,5.933,0.6709999999999999,1.454,2018
53,Japan,0.5529999999999999,,1.294,0.079,0.15,54,5.915,0.988,1.462,2018
54,Mauritius,0.584,,1.09,0.245,0.05,55,5.891,0.684,1.3869999999999998,2018
55,Jamaica,0.575,,0.8190000000000001,0.096,0.031,56,5.89,0.693,1.493,2018
56,South Korea,0.244,,1.266,0.175,0.051,57,5.875,0.955,1.204,2018
57,Northern Cyprus,0.495,,1.229,0.179,0.154,58,5.835,0.909,1.2109999999999999,2018
58,Russia,0.39899999999999997,,1.151,0.065,0.025,59,5.81,0.599,1.479,2018
59,Kazakhstan,0.45399999999999996,,1.143,0.14800000000000002,0.121,60,5.79,0.631,1.516,2018
60,Cyprus,0.423,,1.229,0.20199999999999999,0.035,61,5.7620000000000005,0.909,1.1909999999999998,2018
61,Bolivia,0.606,,0.7509999999999999,0.141,0.054000000000000006,62,5.752000000000001,0.508,1.2229999999999999,2018
62,Estonia,0.5529999999999999,,1.2,0.086,0.174,63,5.739,0.737,1.5319999999999998,2018
63,Paraguay,0.541,,0.835,0.162,0.07400000000000001,64,5.681,0.615,1.5219999999999998,2018
64,Peru,0.53,,0.934,0.092,0.034,65,5.662999999999999,0.674,1.249,2018
65,Kosovo,0.44799999999999995,,0.855,0.27399999999999997,0.023,66,5.662000000000001,0.578,1.23,2018
66,Moldova,0.23199999999999998,,0.657,0.171,0.0,67,5.64,0.62,1.301,2018
67,Turkmenistan,0.41700000000000004,,1.016,0.19899999999999998,0.037000000000000005,68,5.636,0.517,1.5330000000000001,2018
68,Hungary,0.259,,1.171,0.061,0.022000000000000002,69,5.62,0.732,1.401,2018
69,Libya,0.496,,0.985,0.11599999999999999,0.14800000000000002,70,5.566,0.5529999999999999,1.35,2018
70,Philippines,0.643,,0.775,0.12,0.105,71,5.524,0.513,1.3119999999999998,2018
71,Honduras,0.45899999999999996,,0.62,0.19699999999999998,0.07400000000000001,72,5.504,0.622,1.205,2018
72,Belarus,0.307,,1.0390000000000001,0.10099999999999999,0.154,73,5.483,0.7,1.4980000000000002,2018
73,Turkey,0.324,,1.148,0.106,0.109,74,5.483,0.6859999999999999,1.38,2018
74,Pakistan,0.33399999999999996,,0.652,0.21600000000000003,0.113,75,5.472,0.424,0.81,2018
75,Hong Kong,0.524,,1.405,0.24600000000000002,0.29100000000000004,76,5.43,1.03,1.29,2018
76,Portugal,0.562,,1.188,0.055,0.017,77,5.41,0.884,1.429,2018
77,Serbia,0.28800000000000003,,0.975,0.134,0.043,78,5.398,0.685,1.369,2018
78,Greece,0.131,,1.1540000000000001,0.0,0.044000000000000004,79,5.358,0.879,1.202,2018
79,Lebanon,0.503,,0.965,0.214,0.136,80,5.358,0.785,1.179,2018
80,Montenegro,0.259,,1.0170000000000001,0.111,0.081,81,5.347,0.7290000000000001,1.2790000000000001,2018
81,Croatia,0.38,,1.115,0.12,0.039,82,5.321000000000001,0.737,1.161,2018
82,Dominican Republic,0.578,,0.982,0.12,0.106,83,5.3020000000000005,0.614,1.4409999999999998,2018
83,Algeria,0.077,,0.9790000000000001,0.055,0.135,84,5.295,0.687,1.1540000000000001,2018
84,Morocco,0.46,,0.779,0.026000000000000002,0.07400000000000001,85,5.254,0.669,0.797,2018
85,China,0.597,,0.9890000000000001,0.028999999999999998,0.10300000000000001,86,5.246,0.799,1.1420000000000001,2018
86,Azerbaijan,0.43,,1.024,0.031,0.17600000000000002,87,5.2010000000000005,0.603,1.161,2018
87,Tajikistan,0.292,,0.474,0.187,0.034,88,5.199,0.598,1.166,2018
88,Macedonia,0.39399999999999996,,0.9590000000000001,0.17300000000000001,0.052000000000000005,89,5.185,0.691,1.239,2018
89,Jordan,0.46799999999999997,,0.8220000000000001,0.13,0.134,90,5.1610000000000005,0.645,1.265,2018
90,Nigeria,0.462,,0.6890000000000001,0.201,0.032,91,5.155,0.048,1.172,2018
91,Kyrgyzstan,0.54,,0.53,0.281,0.035,92,5.131,0.594,1.416,2018
92,Bosnia and Herzegovina,0.28,,0.915,0.21600000000000003,0.0,93,5.129,0.758,1.078,2018
93,Mongolia,0.395,,0.914,0.253,0.032,94,5.125,0.575,1.517,2018
94,Vietnam,0.618,,0.715,0.177,0.079,95,5.103,0.7020000000000001,1.365,2018
95,Indonesia,0.5379999999999999,,0.899,0.484,0.018000000000000002,96,5.093,0.522,1.215,2018
96,Bhutan,0.541,,0.7959999999999999,0.364,0.171,97,5.082,0.527,1.335,2018
97,Somalia,0.674,,0.0,0.23800000000000002,0.282,98,4.982,0.115,0.7120000000000001,2018
98,Cameroon,0.45399999999999996,,0.535,0.183,0.043,99,4.975,0.182,0.8909999999999999,2018
99,Bulgaria,0.359,,1.054,0.064,0.009000000000000001,100,4.933,0.7120000000000001,1.515,2018
100,Nepal,0.526,,0.425,0.302,0.078,101,4.88,0.539,1.228,2018
101,Venezuela,0.133,,0.996,0.055999999999999994,0.052000000000000005,102,4.806,0.657,1.469,2018
102,Gabon,0.35600000000000004,,1.036,0.032,0.052000000000000005,103,4.758,0.40399999999999997,1.1640000000000001,2018
103,Palestinian Territories,0.266,,0.642,0.086,0.076,104,4.743,0.602,1.217,2018
104,South Africa,0.516,,0.94,0.10300000000000001,0.055999999999999994,105,4.724,0.33,1.41,2018
105,Iran,0.45899999999999996,,1.0590000000000002,0.282,0.129,106,4.707,0.691,0.7709999999999999,2018
106,Ivory Coast,0.467,,0.541,0.146,0.10300000000000001,107,4.671,0.08,0.872,2018
107,Ghana,0.499,,0.5920000000000001,0.212,0.028999999999999998,108,4.657,0.337,0.8959999999999999,2018
108,Senegal,0.406,,0.429,0.138,0.08199999999999999,109,4.631,0.433,1.117,2018
109,Laos,0.626,,0.72,0.23,0.174,110,4.623,0.441,1.034,2018
110,Tunisia,0.271,,0.9,0.04,0.063,111,4.592,0.69,0.9059999999999999,2018
111,Albania,0.419,,0.9159999999999999,0.149,0.032,112,4.586,0.79,0.8170000000000001,2018
112,Sierra Leone,0.355,,0.256,0.23800000000000002,0.053,113,4.571000000000001,0.0,0.813,2018
113,Congo (Brazzaville),0.514,,0.682,0.091,0.077,114,4.559,0.34299999999999997,0.8109999999999999,2018
114,Bangladesh,0.58,,0.532,0.153,0.14400000000000002,115,4.5,0.579,0.85,2018
115,Sri Lanka,0.585,,0.9179999999999999,0.307,0.05,116,4.471,0.672,1.314,2018
116,Iraq,0.304,,1.01,0.14800000000000002,0.095,117,4.456,0.536,0.971,2018
117,Mali,0.36700000000000005,,0.37,0.139,0.055999999999999994,118,4.447,0.152,1.2329999999999999,2018
118,Namibia,0.519,,0.8740000000000001,0.051,0.064,119,4.441,0.365,1.281,2018
119,Cambodia,0.696,,0.5489999999999999,0.256,0.065,120,4.433,0.457,1.088,2018
120,Burkina Faso,0.312,,0.314,0.175,0.128,121,4.4239999999999995,0.254,1.097,2018
121,Egypt,0.312,,0.885,0.092,0.107,122,4.419,0.5529999999999999,1.025,2018
122,Mozambique,0.531,,0.198,0.20600000000000002,0.158,123,4.417,0.17300000000000001,0.902,2018
123,Kenya,0.504,,0.493,0.35200000000000004,0.055,124,4.41,0.45399999999999996,1.048,2018
124,Zambia,0.503,,0.562,0.221,0.08199999999999999,125,4.377,0.295,1.047,2018
125,Mauritania,0.129,,0.557,0.134,0.09300000000000001,126,4.356,0.292,1.245,2018
126,Ethiopia,0.452,,0.308,0.22,0.146,127,4.35,0.391,0.95,2018
127,Georgia,0.375,,0.853,0.038,0.215,128,4.34,0.643,0.5920000000000001,2018
128,Armenia,0.26,,0.816,0.077,0.027999999999999997,129,4.321000000000001,0.6659999999999999,0.99,2018
129,Myanmar,0.58,,0.682,0.598,0.17800000000000002,130,4.308,0.429,1.1740000000000002,2018
130,Chad,0.18899999999999997,,0.358,0.18100000000000002,0.06,131,4.301,0.053,0.907,2018
131,Congo (Kinshasa),0.312,,0.069,0.19699999999999998,0.052000000000000005,132,4.245,0.204,1.136,2018
132,India,0.539,,0.721,0.172,0.09300000000000001,133,4.19,0.485,0.747,2018
133,Niger,0.39,,0.131,0.175,0.099,134,4.166,0.221,0.867,2018
134,Uganda,0.45,,0.322,0.259,0.061,135,4.1610000000000005,0.237,1.09,2018
135,Benin,0.44,,0.37799999999999995,0.163,0.067,136,4.141,0.24,0.37200000000000005,2018
136,Sudan,0.016,,0.605,0.134,0.08199999999999999,137,4.138999999999999,0.312,1.24,2018
137,Ukraine,0.163,,0.7929999999999999,0.187,0.011000000000000001,138,4.103,0.609,1.413,2018
138,Togo,0.434,,0.259,0.158,0.10099999999999999,139,3.9989999999999997,0.253,0.474,2018
139,Guinea,0.39399999999999996,,0.344,0.185,0.094,140,3.964,0.21100000000000002,0.792,2018
140,Lesotho,0.423,,0.47200000000000003,0.11599999999999999,0.11199999999999999,141,3.8080000000000003,0.079,1.215,2018
141,Angola,0.0,,0.73,0.079,0.061,142,3.795,0.26899999999999996,1.125,2018
142,Madagascar,0.221,,0.262,0.155,0.049,143,3.7739999999999996,0.402,0.9079999999999999,2018
143,Zimbabwe,0.406,,0.35700000000000004,0.132,0.099,144,3.6919999999999997,0.248,1.094,2018
144,Afghanistan,0.085,,0.332,0.191,0.036000000000000004,145,3.6319999999999997,0.255,0.537,2018
145,Botswana,0.557,,1.0170000000000001,0.042,0.092,146,3.59,0.41700000000000004,1.1740000000000002,2018
146,Malawi,0.531,,0.18600000000000003,0.21,0.08,147,3.5869999999999997,0.306,0.541,2018
147,Haiti,0.025,,0.315,0.392,0.10400000000000001,148,3.582,0.289,0.7140000000000001,2018
148,Liberia,0.419,,0.076,0.20600000000000002,0.03,149,3.495,0.267,0.858,2018
149,Syria,0.08800000000000001,,0.6890000000000001,0.376,0.14400000000000002,150,3.4619999999999997,0.539,0.382,2018
150,Rwanda,0.636,,0.332,0.2,0.444,151,3.408,0.4,0.8959999999999999,2018
151,Yemen,0.244,,0.442,0.083,0.064,152,3.355,0.34299999999999997,1.073,2018
152,Tanzania,0.48100000000000004,,0.455,0.27,0.09699999999999999,153,3.303,0.381,0.991,2018
153,South Sudan,0.11199999999999999,,0.337,0.22399999999999998,0.106,154,3.2539999999999996,0.177,0.608,2018
154,Central African Republic,0.305,,0.024,0.218,0.038,155,3.083,0.01,0.0,2018
155,Burundi,0.065,,0.091,0.149,0.076,156,2.905,0.145,0.627,2018
0,Finland,0.596,,1.34,0.153,0.39299999999999996,1,7.769,0.986,1.587,2019
1,Denmark,0.5920000000000001,,1.383,0.252,0.41,2,7.6,0.996,1.5730000000000002,2019
2,Norway,0.603,,1.4880000000000002,0.271,0.341,3,7.553999999999999,1.028,1.5819999999999999,2019
3,Iceland,0.591,,1.38,0.354,0.11800000000000001,4,7.494,1.026,1.624,2019
4,Netherlands,0.557,,1.396,0.322,0.298,5,7.4879999999999995,0.9990000000000001,1.5219999999999998,2019
5,Switzerland,0.5720000000000001,,1.452,0.263,0.34299999999999997,6,7.48,1.052,1.526,2019
6,Sweden,0.574,,1.3869999999999998,0.267,0.373,7,7.343,1.0090000000000001,1.4869999999999999,2019
7,New Zealand,0.585,,1.3030000000000002,0.33,0.38,8,7.307,1.026,1.557,2019
8,Canada,0.584,,1.365,0.285,0.308,9,7.278,1.0390000000000001,1.505,2019
9,Austria,0.532,,1.376,0.244,0.226,10,7.246,1.016,1.475,2019
10,Australia,0.557,,1.3719999999999999,0.332,0.29,11,7.228,1.036,1.548,2019
11,Costa Rica,0.5579999999999999,,1.034,0.14400000000000002,0.09300000000000001,12,7.167000000000001,0.963,1.4409999999999998,2019
12,Israel,0.371,,1.276,0.261,0.08199999999999999,13,7.138999999999999,1.0290000000000001,1.455,2019
13,Luxembourg,0.526,,1.609,0.19399999999999998,0.316,14,7.09,1.012,1.479,2019
14,United Kingdom,0.45,,1.3330000000000002,0.348,0.278,15,7.053999999999999,0.996,1.538,2019
15,Ireland,0.516,,1.499,0.298,0.31,16,7.021,0.9990000000000001,1.5530000000000002,2019
16,Germany,0.495,,1.3730000000000002,0.261,0.265,17,6.985,0.987,1.454,2019
17,Belgium,0.473,,1.3559999999999999,0.16,0.21,18,6.922999999999999,0.986,1.504,2019
18,United States,0.45399999999999996,,1.433,0.28,0.128,19,6.892,0.8740000000000001,1.4569999999999999,2019
19,Czech Republic,0.457,,1.2690000000000001,0.046,0.036000000000000004,20,6.852,0.92,1.4869999999999999,2019
20,United Arab Emirates,0.598,,1.5030000000000001,0.262,0.182,21,6.825,0.825,1.31,2019
21,Malta,0.564,,1.3,0.375,0.151,22,6.726,0.9990000000000001,1.52,2019
22,Mexico,0.433,,1.07,0.07400000000000001,0.073,23,6.595,0.861,1.3230000000000002,2019
23,France,0.436,,1.324,0.111,0.183,24,6.5920000000000005,1.045,1.472,2019
24,Taiwan,0.35100000000000003,,1.368,0.242,0.09699999999999999,25,6.446000000000001,0.914,1.43,2019
25,Chile,0.35700000000000004,,1.159,0.187,0.055999999999999994,26,6.444,0.92,1.369,2019
26,Guatemala,0.535,,0.8,0.175,0.078,27,6.436,0.746,1.2690000000000001,2019
27,Saudi Arabia,0.439,,1.403,0.08,0.132,28,6.375,0.795,1.357,2019
28,Qatar,0.555,,1.6840000000000002,0.22,0.16699999999999998,29,6.374,0.871,1.3130000000000002,2019
29,Spain,0.36200000000000004,,1.286,0.153,0.079,30,6.354,1.062,1.484,2019
30,Panama,0.516,,1.149,0.109,0.054000000000000006,31,6.321000000000001,0.91,1.442,2019
31,Brazil,0.39,,1.004,0.099,0.086,32,6.3,0.802,1.439,2019
32,Uruguay,0.523,,1.124,0.127,0.15,33,6.292999999999999,0.8909999999999999,1.465,2019
33,Singapore,0.556,,1.5719999999999998,0.271,0.45299999999999996,34,6.2620000000000005,1.141,1.463,2019
34,El Salvador,0.43,,0.794,0.09300000000000001,0.07400000000000001,35,6.252999999999999,0.789,1.242,2019
35,Italy,0.231,,1.294,0.158,0.03,36,6.223,1.0390000000000001,1.4880000000000002,2019
36,Bahrain,0.536,,1.3619999999999999,0.255,0.11,37,6.199,0.871,1.368,2019
37,Slovakia,0.33399999999999996,,1.246,0.121,0.013999999999999999,38,6.1979999999999995,0.8809999999999999,1.504,2019
38,Trinidad & Tobago,0.489,,1.2309999999999999,0.185,0.016,39,6.192,0.713,1.4769999999999999,2019
39,Poland,0.483,,1.206,0.11699999999999999,0.05,40,6.182,0.884,1.4380000000000002,2019
40,Uzbekistan,0.631,,0.745,0.322,0.24,41,6.1739999999999995,0.7559999999999999,1.5290000000000001,2019
41,Lithuania,0.29100000000000004,,1.238,0.043,0.042,42,6.149,0.818,1.515,2019
42,Colombia,0.47,,0.985,0.099,0.034,43,6.125,0.841,1.41,2019
43,Slovenia,0.564,,1.258,0.14400000000000002,0.057,44,6.117999999999999,0.953,1.5230000000000001,2019
44,Nicaragua,0.435,,0.6940000000000001,0.2,0.127,45,6.105,0.835,1.325,2019
45,Kosovo,0.489,,0.882,0.262,0.006,46,6.1,0.758,1.232,2019
46,Argentina,0.47100000000000003,,1.092,0.066,0.05,47,6.086,0.8809999999999999,1.432,2019
47,Romania,0.462,,1.162,0.083,0.005,48,6.07,0.825,1.232,2019
48,Cyprus,0.406,,1.263,0.19,0.040999999999999995,49,6.046,1.042,1.2229999999999999,2019
49,Ecuador,0.498,,0.912,0.126,0.087,50,6.028,0.868,1.3119999999999998,2019
50,Kuwait,0.493,,1.5,0.142,0.09699999999999999,51,6.021,0.8079999999999999,1.319,2019
51,Thailand,0.557,,1.05,0.359,0.027999999999999997,52,6.007999999999999,0.828,1.409,2019
52,Latvia,0.264,,1.187,0.075,0.064,53,5.94,0.812,1.465,2019
53,South Korea,0.159,,1.301,0.175,0.055999999999999994,54,5.895,1.036,1.219,2019
54,Estonia,0.495,,1.237,0.10300000000000001,0.161,55,5.893,0.8740000000000001,1.528,2019
55,Jamaica,0.49,,0.831,0.107,0.027999999999999997,56,5.89,0.831,1.4780000000000002,2019
56,Mauritius,0.498,,1.12,0.215,0.06,57,5.888,0.7979999999999999,1.402,2019
57,Japan,0.445,,1.327,0.069,0.14,58,5.886,1.088,1.419,2019
58,Honduras,0.507,,0.642,0.24600000000000002,0.078,59,5.86,0.828,1.236,2019
59,Kazakhstan,0.41,,1.173,0.146,0.096,60,5.809,0.7290000000000001,1.508,2019
60,Bolivia,0.511,,0.7759999999999999,0.13699999999999998,0.064,61,5.779,0.706,1.209,2019
61,Hungary,0.19899999999999998,,1.2009999999999998,0.081,0.02,62,5.757999999999999,0.828,1.41,2019
62,Paraguay,0.514,,0.855,0.184,0.08,63,5.742999999999999,0.777,1.475,2019
63,Northern Cyprus,0.41700000000000004,,1.263,0.191,0.162,64,5.718,1.042,1.252,2019
64,Peru,0.455,,0.96,0.083,0.027000000000000003,65,5.697,0.8540000000000001,1.274,2019
65,Portugal,0.508,,1.2209999999999999,0.047,0.025,66,5.693,0.9990000000000001,1.431,2019
66,Pakistan,0.313,,0.677,0.22,0.098,67,5.653,0.535,0.8859999999999999,2019
67,Russia,0.33399999999999996,,1.183,0.08199999999999999,0.031,68,5.648,0.726,1.452,2019
68,Philippines,0.5579999999999999,,0.807,0.11699999999999999,0.107,69,5.631,0.657,1.2930000000000001,2019
69,Serbia,0.282,,1.004,0.13699999999999998,0.039,70,5.603,0.8540000000000001,1.383,2019
70,Moldova,0.245,,0.685,0.18100000000000002,0.0,71,5.529,0.7390000000000001,1.328,2019
71,Libya,0.41600000000000004,,1.044,0.133,0.152,72,5.525,0.6729999999999999,1.3030000000000002,2019
72,Montenegro,0.19699999999999998,,1.051,0.142,0.08,73,5.523,0.871,1.361,2019
73,Tajikistan,0.389,,0.493,0.23,0.14400000000000002,74,5.4670000000000005,0.718,1.0979999999999999,2019
74,Croatia,0.29600000000000004,,1.155,0.11900000000000001,0.022000000000000002,75,5.432,0.914,1.266,2019
75,Hong Kong,0.44,,1.4380000000000002,0.258,0.287,76,5.43,1.122,1.2770000000000001,2019
76,Dominican Republic,0.49700000000000005,,1.015,0.113,0.10099999999999999,77,5.425,0.779,1.401,2019
77,Bosnia and Herzegovina,0.212,,0.945,0.263,0.006,78,5.386,0.845,1.212,2019
78,Turkey,0.195,,1.183,0.083,0.106,79,5.372999999999999,0.8079999999999999,1.36,2019
79,Malaysia,0.508,,1.2209999999999999,0.26,0.024,80,5.3389999999999995,0.828,1.171,2019
80,Belarus,0.235,,1.067,0.094,0.142,81,5.3229999999999995,0.789,1.465,2019
81,Greece,0.067,,1.181,0.0,0.034,82,5.287000000000001,0.9990000000000001,1.156,2019
82,Mongolia,0.317,,0.948,0.235,0.038,83,5.285,0.667,1.531,2019
83,North Macedonia,0.345,,0.983,0.185,0.034,84,5.274,0.838,1.294,2019
84,Nigeria,0.426,,0.696,0.215,0.040999999999999995,85,5.265,0.245,1.111,2019
85,Kyrgyzstan,0.508,,0.551,0.3,0.023,86,5.261,0.723,1.4380000000000002,2019
86,Turkmenistan,0.39399999999999996,,1.052,0.244,0.027999999999999997,87,5.247000000000001,0.657,1.538,2019
87,Algeria,0.086,,1.002,0.073,0.114,88,5.211,0.785,1.16,2019
88,Morocco,0.418,,0.8009999999999999,0.036000000000000004,0.076,89,5.207999999999999,0.782,0.782,2019
89,Azerbaijan,0.35100000000000003,,1.043,0.035,0.182,90,5.207999999999999,0.769,1.147,2019
90,Lebanon,0.21600000000000003,,0.987,0.166,0.027000000000000003,91,5.197,0.815,1.224,2019
91,Indonesia,0.491,,0.9309999999999999,0.498,0.027999999999999997,92,5.192,0.66,1.203,2019
92,China,0.521,,1.0290000000000001,0.057999999999999996,0.1,93,5.191,0.893,1.125,2019
93,Vietnam,0.5429999999999999,,0.741,0.147,0.073,94,5.175,0.851,1.3459999999999999,2019
94,Bhutan,0.457,,0.813,0.37,0.16699999999999998,95,5.082,0.604,1.321,2019
95,Cameroon,0.381,,0.5489999999999999,0.187,0.037000000000000005,96,5.044,0.331,0.91,2019
96,Bulgaria,0.311,,1.092,0.081,0.004,97,5.011,0.815,1.5130000000000001,2019
97,Ghana,0.381,,0.611,0.245,0.04,98,4.996,0.486,0.868,2019
98,Ivory Coast,0.35200000000000004,,0.569,0.154,0.09,99,4.944,0.23199999999999998,0.8079999999999999,2019
99,Nepal,0.439,,0.446,0.285,0.08900000000000001,100,4.913,0.677,1.226,2019
100,Jordan,0.38299999999999995,,0.8370000000000001,0.11,0.13,101,4.906000000000001,0.815,1.225,2019
